
seg_0path_0,288.14440331572,415.194987941157,
seg_0path_1,288.124035117526,415.151256567531,
seg_0path_2,288.104365829369,415.106173007503,
seg_0path_3,288.085796598724,415.061212012562,
seg_0path_4,288.067966657774,415.015787223472,
seg_0path_5,288.050699946657,414.969547705773,
seg_0path_6,288.034512628667,414.92400011309,
seg_0path_7,288.019162460986,414.878623853802,
seg_0path_8,288.004267947712,414.832306131226,
seg_0path_9,287.989980694434,414.785461259447,
seg_0path_10,287.976419091676,414.738467333738,
seg_0path_11,287.963671639483,414.69166863622,
seg_0path_12,287.951243537702,414.643135251359,
seg_0path_13,287.940036732616,414.596412239638,
seg_0path_14,287.929272157272,414.548302376519,
seg_0path_15,287.919272364754,414.50008442881,
seg_0path_16,287.910299872275,414.453154150998,
seg_0path_17,287.901905623437,414.405176085091,
seg_0path_18,287.894152960974,414.356196065662,
seg_0path_19,287.88745756146,414.308911240106,
seg_0path_20,287.88144869911,414.26080726292,
seg_0path_21,287.876180232333,414.211923105852,
seg_0path_22,287.871706019536,414.162297740651,
seg_0path_23,287.868258203485,414.11478387713,
seg_0path_24,287.865612254204,414.066676466718,
seg_0path_25,287.863813543153,414.018008340039,
seg_0path_26,287.862907441792,413.968812327719,
seg_0path_27,287.862939321582,413.919121260382,
seg_0path_28,287.86386680092,413.871930369371,
seg_0path_29,287.865848988256,413.821372033522,
seg_0path_30,287.868692506319,413.773423106853,
seg_0path_31,287.872522934655,413.725148559746,
seg_0path_32,287.877378099743,413.676575763308,
seg_0path_33,287.883295828066,413.627732088644,
seg_0path_34,287.890077597879,413.580182295297,
seg_0path_35,287.897926447565,413.532428860641,
seg_0path_36,287.907184213615,413.482947773844,
seg_0path_37,287.916962946209,413.436410605068,
seg_0path_38,287.928219374995,413.388195552987,
seg_0path_39,287.940259318374,413.341436449867,
seg_0path_40,287.95345860419,413.294602404238,
seg_0path_41,287.967848400503,413.247715969194,
seg_0path_42,287.982919481088,413.202363816041,
seg_0path_43,287.999741538869,413.155440140873,
seg_0path_44,288.01722207192,413.110094150274,
seg_0path_45,288.035929628518,413.064782098161,
seg_0path_46,288.0551827907,413.02108384215,
seg_0path_47,288.076384134886,412.975897868996,
seg_0path_48,288.098097599774,412.932359338841,
seg_0path_49,288.120216321448,412.890476216935,
seg_0path_50,288.14440331572,412.847163844477,
